size_bytes,price,rating_count_tot,rating_count_ver,user_rating_ver,cont_rating,prime_genre,sup_devices.num,ipadSc_urls.num,lang.num,vpp_lic,user_rating
54250496,0,41,0,0,17,Lifestyle,37,5,1,1,4.5
45790208,0,809,4,3,12,Sports,37,4,1,1,2.5
123987968,1.99,239,2,5,4,Photo & Video,38,5,29,1,4
36912128,0.99,138,0,0,4,Sports,37,0,1,1,3.5
49332224,0,403,5,1,4,Entertainment,37,0,1,1,2.5
222380032,2.99,21325,195,4.5,9,Games,37,5,13,1,4.5
41123840,0,9975,15,3,12,Music,37,1,1,1,4.5
320535552,0,83784,358,4.5,12,Games,38,5,33,1,4.5
171828224,0,32492,2346,4.5,12,Games,38,5,14,1,4.5
50043904,0,7496,79,4.5,4,Health & Fitness,37,5,5,1,4.5
26168320,1.99,0,0,0,4,Health & Fitness,37,4,1,1,0
52120576,0.99,14,0,0,17,Book,38,3,3,1,5
109300736,0,16221,165,4.5,4,Photo & Video,37,5,1,1,4.5
95385600,0,55750,163,3,17,Utilities,37,5,37,1,3.5
580818944,2.99,1678,4,5,9,Games,40,5,1,1,4.5
104803328,2.99,7573,884,4.5,4,Health & Fitness,37,0,11,1,4.5
384385024,2.99,2228,252,4,4,Games,43,5,1,1,4
60891136,0.99,121,42,4,4,Education,43,5,15,1,4
22585344,2.99,2079,760,4.5,4,Photo & Video,40,5,9,1,4.5
131464192,0,68911,2137,4,9,Games,38,5,14,1,4
177562624,4.99,443,12,4,9,Games,37,5,1,1,4.5
72673280,0,684,0,0,4,Education,37,5,2,1,4
85463040,4.99,2089,278,5,4,Games,38,5,1,1,4
1281059840,4.99,14247,320,4.5,12,Games,43,4,1,1,4.5
78690304,2.99,25517,273,4,9,Games,38,5,8,1,4.5
6398976,2.99,77,2,4.5,4,Education,37,5,18,1,4.5
108107776,0,113959,707,4.5,12,Games,38,5,1,1,4.5
83532800,0,287,0,0,17,Entertainment,38,0,1,1,4.5
109510656,0,1566,402,3.5,4,Education,40,4,16,1,3.5
33780714,0.99,1,1,4,4,Games,43,5,1,1,4
79953920,0,90414,44,4,12,Social Networking,37,5,31,1,5
5086208,0.99,126,4,1.5,4,Sports,37,4,31,1,3
50371584,0.99,20,1,5,4,Lifestyle,37,0,7,1,4.5
7477248,2.99,60,7,4.5,4,Weather,37,0,1,1,3.5
20605952,3.99,1158,4,5,4,Business,38,0,1,1,4.5
47127849,0.99,1087,895,4.5,9,Games,43,5,1,1,4.5
2023336960,4.99,7315,161,3,4,Games,37,5,11,1,4
28681216,2.99,12181,76,4.5,4,Games,24,5,6,1,4.5
106917888,0,21432,269,4.5,9,Games,40,5,6,1,4.5
32719872,2.99,222,1,3,4,News,37,5,1,1,3.5
1433910272,0,168674,252,4.5,4,Games,37,5,11,1,4
34965504,1.99,1565,1,5,4,Games,37,5,1,1,4.5
129395712,0,47172,28,2.5,4,Sports,37,5,31,1,2.5
89853952,0,8,0,0,9,Games,40,5,16,1,3.5
12316672,0.99,321,112,4.5,17,Productivity,43,5,1,1,4.5
87569408,4.99,1155,10,5,4,Travel,37,4,4,1,4
19643392,0,7131,17,4.5,12,Games,38,5,13,1,4
35957760,2.99,1810,15,4,4,Photo & Video,37,5,6,1,4.5
86776832,0,416736,19076,4.5,4,Games,38,5,10,1,4.5
112073728,0,40531,10,4.5,4,Photo & Video,37,5,22,1,4.5
34676736,0.99,249,1,2,17,Productivity,37,5,26,1,3
109486080,4.99,0,0,0,4,Games,38,5,1,1,0
124673024,0,278166,0,0,17,Photo & Video,37,4,34,1,2.5
698800,0.99,68,29,2,4,Entertainment,43,0,1,1,2
52582400,0,22729,997,5,4,Shopping,37,4,1,1,5
44860416,2.99,313,16,4.5,4,Music,24,5,1,1,4.5
56131584,1.99,95,22,4,4,Music,37,3,23,1,4
26227712,0,594,10,3.5,4,Education,24,5,1,1,2.5
2664228864,17.99,2760,187,5,9,Games,16,0,2,1,4.5
260040704,0,19018,81,4.5,4,Games,24,5,1,1,4.5
69435392,0,43667,1109,4.5,12,Entertainment,37,5,3,1,4
45243392,0.99,1335,9,4.5,4,Photo & Video,38,0,3,1,4.5
54710272,0,1158,5,3,4,Weather,37,5,1,1,4
1131319296,2.99,117,7,2.5,4,Book,38,5,1,1,4
94449664,0,37,2,3.5,4,Weather,37,3,21,1,4
113008640,3.99,0,0,0,4,Education,38,0,1,1,0
114601984,3.99,0,0,0,4,Education,38,0,1,1,0
113598464,3.99,0,0,0,4,Education,38,0,1,1,0
177914880,5.99,1815,6,4.5,4,Games,38,5,8,1,4
95381504,0,16683,23,4,4,Education,37,5,13,1,4.5
151453696,1.99,1135,213,5,4,Games,38,5,11,1,4.5
147821568,3.99,242,1,2,4,Education,40,5,1,1,3
46732288,0,9095,411,4.5,4,Photo & Video,37,5,31,1,4.5
236914688,0,56852,6,3,12,Games,38,5,1,1,4.5
53692416,2.99,1504,40,4.5,4,Games,40,5,1,1,4.5
165738053,1.99,42,20,4,4,Games,39,5,2,1,4
132160512,0,22458,369,4.5,4,Games,40,4,16,1,4.5
95711232,0,28606,955,4.5,4,Music,38,5,19,1,4.5
114601984,0,2434,7,5,12,Productivity,38,0,1,1,4.5
274991104,0,18971,36,4,12,Games,38,5,1,1,4
25939813,0.99,3069,1315,4.5,9,Games,43,5,16,1,4.5
126720000,0,143040,114,4,17,Lifestyle,37,0,42,1,3.5
61317120,0,2731,48,4.5,4,Shopping,37,0,29,1,4.5
111135744,0,0,0,0,12,Utilities,38,4,3,1,0
22982656,0.99,45574,34080,4.5,12,Games,43,5,1,1,4.5
69922816,4.99,382,10,4,4,Education,26,5,1,1,3.5
90030080,1.99,321,13,2.5,9,Utilities,37,5,1,1,3
33219584,2.99,10748,1842,4.5,4,Games,38,4,1,1,4.5
19196928,0,0,0,0,17,Shopping,37,0,1,1,0
66697216,1.99,11065,35,3.5,4,Games,37,4,1,1,4
131750912,0,5,0,0,17,Finance,38,0,2,1,2.5
96665600,4.99,0,0,0,4,Education,26,5,2,1,0
186856448,4.99,274,4,5,4,Games,38,5,4,1,4.5
110111744,0,8971,267,4.5,17,Entertainment,37,5,1,1,3.5
71500800,0,1221,6,3,4,Sports,37,5,1,1,3
62664704,4.99,641,22,3.5,4,Photo & Video,24,5,10,1,3.5
90521600,3.99,11536,171,5,4,Games,38,5,1,1,5
125091840,1.99,370,116,4.5,4,Games,40,5,17,1,4
583263232,299.99,41,0,0,4,Education,24,5,1,1,4
41161832,0.99,835,835,4.5,4,Games,43,5,1,1,4.5
32113664,0,0,0,0,4,Food & Drink,37,0,1,1,0
88150016,0,7553,29,3.5,12,Entertainment,37,4,9,1,4
107464704,0,474,3,5,4,Education,40,5,1,1,4
338273280,0.99,143908,1056,5,9,Games,24,5,1,1,5
59160576,0,112778,139,4.5,4,Social Networking,37,5,11,1,4.5
77485056,2.99,1275,8,4,4,Finance,37,1,1,1,3.5
141408256,5.99,632,0,0,4,Book,37,5,1,1,4
80195584,0,35440,122,5,4,Education,37,5,55,1,4.5
70040576,0,16385,6556,4.5,4,Sports,37,4,1,1,4
58736640,2.99,930,88,3.5,4,Education,43,5,1,1,3.5
107509760,0,771,22,4,4,Navigation,24,2,2,1,4.5
123231232,0,523,0,0,4,Photo & Video,38,0,13,1,3
222846976,0,961794,2453,4.5,4,Games,43,5,24,1,4.5
47773530,0,224,224,4,4,Entertainment,43,0,1,1,4
277301248,0,8573,42,4,9,Games,37,5,11,1,4
5071872,1.99,36,1,1,4,Photo & Video,37,5,3,1,1
27784192,0,11,0,0,17,Social Networking,37,0,2,1,3.5
97378304,5.99,301,13,3.5,4,Education,24,5,6,1,2.5
189565952,1.99,143,14,3.5,4,Games,37,0,9,1,3
108676096,0,1103,4,1.5,4,Travel,37,0,2,1,4
7053312,2.99,116,40,4,4,Games,40,5,1,1,4
137798656,0.99,1291,30,3.5,9,Games,24,5,1,1,4.5
50118656,0,869,1,1,4,Productivity,24,5,1,1,4
76846080,0,32763,191,3.5,4,Entertainment,24,5,13,1,3.5
56385536,0.99,6977,893,4.5,12,Games,43,0,1,1,4.5
49803264,2.99,2028,489,5,12,Games,26,4,1,1,4.5
22364160,1.99,441,402,4.5,4,Games,40,5,14,1,4.5
77971456,0.99,185,1,3,4,Games,37,1,1,1,1.5
25164800,0,64925,1543,3.5,4,Sports,37,5,1,1,4
35382272,0,0,0,0,4,Utilities,37,4,2,1,0
57138176,0,25,1,5,4,Travel,37,0,1,1,4
72376320,1.99,413,42,4.5,9,Games,38,0,1,1,4.5
213773594,3.99,1951,1333,4.5,12,Games,43,5,1,1,4.5
190382080,0,23655,376,4.5,4,Games,37,5,1,1,4
9965568,0,177,10,3,4,Shopping,38,0,1,1,3
874184704,0,164483,171,4.5,4,Games,38,5,12,1,4.5
92250112,5.99,806,461,4.5,12,Games,43,5,1,1,4
57734144,2.99,4059,28,4,4,Education,40,5,19,1,4.5
57836544,4.99,5611,1549,5,4,Business,38,4,9,1,5
113565696,2.99,895,164,4.5,9,Games,24,5,1,1,4.5
42757772,1.99,65,17,5,4,Games,43,5,1,1,4.5
103659520,7.99,493,2,4.5,4,Productivity,38,5,13,1,4
167054336,0,1619,50,4.5,4,Education,38,4,20,1,4
177338368,0,34138,7,3.5,4,Games,37,0,1,1,4.5
212249600,0,22674,10,4.5,4,Games,24,5,1,1,4.5
82904064,0,212,1,5,12,Shopping,37,5,6,1,4
75883520,0,4231,288,4,17,Entertainment,38,3,7,1,4.5
12513280,3.99,2840,258,5,4,Utilities,37,5,1,1,4.5
139865088,0,1034,859,5,9,Shopping,37,5,21,1,4.5
166305792,0,3979,374,4.5,4,Games,37,5,12,1,4.5
85362688,0.99,1133,142,4.5,4,Games,37,5,1,1,4.5
14442496,4.99,2154,27,4,17,Business,37,1,2,1,4.5
2169602048,6.99,12916,1213,4,17,Games,39,5,13,1,4
14225408,0,85535,1897,4.5,4,Social Networking,37,5,31,1,4.5
37883904,1.99,1880,118,3.5,4,Utilities,37,5,7,1,3.5
192774144,0,44313,0,0,12,Shopping,37,0,1,1,4.5
90752000,0.99,0,0,0,4,Games,37,4,1,1,0
63309824,0,13,0,0,12,Sports,38,4,1,1,5
224983040,0,9411,165,4.5,17,Games,37,5,9,1,4.5
130532352,0,3101,61,4.5,4,Productivity,37,5,12,1,4.5
797827072,0.99,2701,825,4,12,Games,39,5,1,1,4
94800896,0,6542,145,1.5,12,Photo & Video,37,4,10,1,3
255400960,0,123032,608,4.5,4,Games,40,5,5,1,4.5
349272064,6.99,1107,27,4.5,12,Games,40,5,7,1,4
65560576,0,19977,828,4.5,4,Productivity,37,3,1,1,4
84125696,0,10,0,0,4,Entertainment,37,0,2,1,3
123612160,0,277268,223,4.5,4,Games,38,5,12,1,4.5
36229120,0,26,13,3,4,Navigation,26,5,1,1,3.5
32168960,0,0,0,0,17,Social Networking,40,4,16,1,0
321376256,2.99,1474,125,4.5,12,Games,38,5,1,0,4.5
137792512,0.99,4432,61,4.5,9,Games,40,0,1,1,4.5
228352000,0,2896,17,3,12,Sports,37,5,1,1,4
47728640,9.99,0,0,0,4,Education,37,5,1,1,0
26939392,4.99,8,0,0,4,Music,37,5,2,1,4.5
46211072,3.99,4006,60,4.5,4,Games,37,5,11,1,4
113020928,2.99,42078,141,4.5,9,Games,40,0,15,1,4.5
80129024,0,8,0,0,4,Shopping,37,0,2,1,5
45089792,4.99,1782,114,4.5,4,Travel,40,5,1,1,4.5
137375744,6.99,850,448,4.5,4,Games,43,5,2,1,4.5
108322816,0,108183,186,4.5,9,Games,37,5,1,1,4.5
68952064,0,47,0,0,4,Finance,38,4,2,1,4
68952064,0.99,23,0,0,4,Finance,38,4,2,1,3.5
28961792,0,177,0,0,4,Travel,38,0,1,1,2
22560768,0,188,0,0,4,Travel,38,5,1,1,5
17436862,0.99,11687,11687,4.5,9,Games,43,5,1,1,4.5
188902400,0,46363,213,4.5,4,Education,37,5,9,1,4.5
84973568,0,581,0,0,12,News,38,0,1,1,3.5
167631872,0,1033,8,3.5,17,Utilities,24,5,2,1,4
6373376,0.99,0,0,0,4,Lifestyle,43,0,3,1,0
296433664,1.99,191,1,5,4,Education,38,5,1,1,4
217499648,2.99,28341,184,5,9,Games,24,5,15,1,4.5
17986560,0,28633,402,3.5,12,Social Networking,38,5,29,1,4
822431744,2.99,504,171,4,4,Games,40,5,1,1,3.5
93663232,2.99,3090,869,4.5,9,Games,43,5,1,1,4.5
5424128,0,0,0,0,4,News,40,0,2,1,0
37122048,3.99,132,31,3,4,Utilities,40,0,2,1,3.5
38597632,6.99,35,8,5,4,Travel,37,5,15,1,4.5
91877376,2.99,333,140,4.5,4,Health & Fitness,37,4,1,1,4.5
98619392,0,29,0,0,12,Entertainment,38,5,2,1,3.5
20587520,4.99,7309,136,5,4,Reference,24,5,3,1,5
102176768,0.99,278,0,0,9,Entertainment,37,5,13,1,4.5
41298944,4.99,33,1,5,4,Games,38,5,2,1,4.5
826970112,4.99,1207,264,3.5,4,Education,26,5,1,1,3.5
829255680,2.99,130,22,3.5,4,Education,40,0,1,1,4
971752448,2.99,743,22,3.5,4,Entertainment,40,5,3,1,3.5
23851008,0,43,0,0,4,Utilities,37,5,1,1,2.5
104692736,2.99,8661,117,4,4,Games,43,5,10,1,4.5
162386944,4.99,28439,1067,5,4,Health & Fitness,37,5,1,1,5
25718784,0.99,139,23,5,4,Games,40,4,16,1,4.5
73063424,0,1110,30,2,4,Sports,38,3,25,1,2
1209344,0.99,0,0,0,4,Utilities,37,3,2,1,0
99244032,0.99,245,22,4.5,4,Entertainment,37,0,8,1,4.5
47512576,1.99,3379,776,5,4,Entertainment,37,3,1,1,4.5
67424256,0,49510,90,2,4,Social Networking,37,0,1,1,3.5
35096576,0.99,10703,0,0,4,Games,40,0,11,1,4.5
99796992,2.99,23349,308,4,4,Education,40,5,18,1,4.5
89782272,0,162701,1881,4.5,4,Education,37,5,24,1,4.5
54000640,0,3909,53,5,4,Photo & Video,37,5,22,1,5
81673216,0,11,0,0,17,Finance,37,5,1,1,5
45799424,1.99,3434,58,5,4,Health & Fitness,37,5,15,1,5
45754368,1.99,1186,23,4.5,4,Health & Fitness,37,5,15,1,5
1139261440,4.99,7717,1748,4,9,Games,43,5,1,1,4
46076928,0,15185,407,5,12,Social Networking,37,0,1,1,4.5
94110720,0,181384,1766,4.5,4,Games,37,5,1,1,4
89204736,0,29,0,0,17,Sports,37,0,1,1,3.5
36946944,0,336,8,3.5,4,Education,37,1,1,1,3
56974336,0,39391,1724,4.5,4,Entertainment,37,4,1,1,4.5
37110784,4.99,819,49,4,9,Games,43,5,1,1,4
96468992,2.99,965,15,2,12,Health & Fitness,38,0,6,1,4.5
2088777728,0,46705,1118,4.5,17,Games,38,5,13,1,4.5
228978688,2.99,5214,76,4.5,12,Games,40,4,1,1,4.5
129219584,0,9879,192,5,4,Sports,37,5,32,1,4.5
158025728,0,295211,91,4,9,Games,38,5,1,1,4.5
38211584,3.99,209,103,4,9,Games,43,4,1,1,4.5
205271040,0,117338,22708,4.5,12,Games,43,5,15,1,4.5
76231680,0.99,14057,79,4.5,4,Photo & Video,37,5,1,1,4.5
120057856,3.99,0,0,0,4,Education,38,0,1,1,0
936792064,2.99,4965,301,4.5,12,Games,40,5,5,1,4.5
253679616,0,42,0,0,4,Sports,37,5,2,1,2
171192320,1.99,3748,176,4,9,Games,38,5,8,1,4.5
105649152,0,1987,5,4.5,17,Entertainment,24,5,1,1,4
68373504,4.99,1685,112,4.5,9,Health & Fitness,37,5,18,1,4.5
205250560,0.99,17203,553,4.5,17,Games,43,5,15,1,4.5
69952512,0,22324,543,4.5,12,Games,40,5,6,1,4.5
1820131328,4.99,18822,25,4,12,Games,37,5,10,1,4.5
59441152,2.99,540,240,4,9,Games,43,5,2,1,4
44660067,0.99,80,35,4.5,4,Games,43,5,1,1,4.5
537749504,14.99,4558,225,4.5,9,Games,40,5,12,1,4.5
108691456,0,34677,313,4.5,4,Social Networking,37,5,6,1,4.5
40968192,0,3783,804,4,4,Games,40,5,20,1,4.5
611252780,6.99,259,259,4.5,4,Games,24,5,1,1,4.5
2251403264,3.99,1033,211,4.5,4,Games,39,5,1,1,4.5
42951284,0.99,2630,1469,5,12,Games,43,5,2,1,5
1829599232,0,612532,410,4.5,12,Games,39,5,13,1,4.5
123449344,0,115,1,4,4,Games,43,5,1,1,4.5
79133696,2.99,401,39,4.5,4,Education,40,5,15,1,4
123656192,2.99,6263,172,4.5,4,Business,37,5,28,1,4.5
126825472,0,2739,4,3.5,9,Games,38,3,16,1,3.5
175430656,2.99,22100,1939,5,4,Reference,37,5,11,1,5
99624960,0,15605,1288,4.5,4,Photo & Video,37,1,23,1,4
634097664,2.99,18758,44,4,4,Games,40,4,9,1,4
138681344,1.99,3164,107,4.5,17,Games,37,5,1,1,4.5
77213696,3.99,108,10,4,4,Games,39,4,1,1,3
214962176,0,96534,188,4.5,4,Education,37,5,6,1,4.5
18385920,0,4878,209,4.5,4,Shopping,37,0,3,1,4
112688128,0,11021,9,4.5,4,Photo & Video,37,0,16,1,4.5
49825792,9.99,2951,505,5,4,Business,11,0,32,1,4
177899520,0,113709,18,4.5,4,Productivity,37,5,45,1,4
27543552,4.99,697,8,3,17,Social Networking,38,1,4,1,2.5
69116928,0,129,2,4.5,4,Travel,37,5,2,1,4.5
82499584,1.99,1628,14,5,4,Games,38,5,13,1,4.5
1161168896,4.99,20113,1153,4.5,17,Games,43,3,8,1,4
72671232,0.99,11000,935,4.5,4,Games,38,5,13,1,4.5
24925184,2.99,196,2,4.5,4,Social Networking,37,5,9,1,4.5
21319680,0,16555,1776,4,4,Productivity,38,5,11,1,4.5
67862528,0,2207,20,1.5,4,Finance,24,5,2,1,2.5
26681344,0,4645,28,4.5,17,News,37,5,2,1,4
89534464,6.99,235,121,4.5,4,Health & Fitness,38,0,6,1,4.5
19306496,0.99,482,24,1,12,Social Networking,25,3,29,1,2.5
12864512,0,0,0,0,4,Utilities,37,0,2,1,0
1024388096,0,41266,153,3.5,17,Games,38,5,11,1,4.5
110405632,0,0,0,0,12,Games,40,0,1,1,0
136165376,0,28902,92,4.5,4,Games,38,5,10,1,4.5
1522363392,0,16852,457,4.5,12,Games,37,5,1,1,4.5
14505984,0,0,0,0,4,Travel,37,5,4,1,0
70962176,0.99,4678,205,4,4,Games,38,5,19,1,4.5
520400896,4.99,95,21,3.5,4,Games,24,5,1,1,3.5
108883968,0,0,0,0,4,Shopping,37,0,1,1,0
85116928,0.99,365,3,4.5,4,Games,37,5,1,1,4.5
1272736768,0,1385,25,4.5,4,Education,37,5,5,1,4.5
56379392,0,109,2,3,4,Entertainment,37,5,15,1,4
51728384,0.99,61,35,4.5,4,Games,43,5,1,1,4.5
109844480,0,12177,184,3.5,4,Entertainment,37,5,4,1,4
108479488,0.99,128,0,0,17,News,38,4,2,1,4.5
671744,1.99,93,15,2.5,4,Photo & Video,40,1,1,1,2.5
186687488,0,418033,419,4.5,4,Games,37,5,7,1,4.5
80175104,9.99,571,214,4.5,4,Health & Fitness,38,0,1,1,4.5
68196352,0,6088,196,5,4,Entertainment,37,5,1,1,4.5
48523264,1.99,4806,153,4.5,17,Productivity,38,4,5,1,5
76228608,0,17,2,5,12,Travel,37,0,1,1,4.5
875347968,2.99,4996,732,4.5,12,Games,38,5,8,1,4.5
185881600,0,179111,167,4.5,17,Games,38,5,12,1,4.5
319086592,0.99,12,2,3,4,Education,40,3,2,1,4.5
18944000,0,729,194,3.5,4,Entertainment,38,2,2,1,3.5
285233152,0,8341,156,4.5,4,Health & Fitness,37,0,29,1,3
13821952,1.99,160,12,4,4,Book,37,4,22,1,4
62429184,0,82,2,5,4,Utilities,38,5,1,1,2.5
1032812544,49.99,297,17,4.5,4,Music,24,5,1,1,4
4255744,4.99,14,0,0,4,Productivity,38,5,1,1,5
52864000,0,9010,165,1,12,Entertainment,37,3,12,1,3.5
184817664,0,14268,80,3.5,12,Music,37,4,11,1,4
185147392,4.99,1051,43,5,9,Games,40,5,1,1,4.5
120232960,0,154911,1253,4,12,Navigation,37,5,34,1,4.5
96925696,0,46859,2808,4.5,4,Games,38,5,1,1,4.5
32724992,1.99,1175,0,0,4,Photo & Video,37,5,6,1,4.5
2134631,0,0,0,0,4,Entertainment,43,0,2,1,0
159403008,2.99,124,9,4.5,4,Education,40,4,15,1,4
4803584,0,0,0,0,4,Productivity,37,3,2,1,0
233041920,0.99,308,56,4,4,Games,39,5,22,1,4
100749312,1.99,155,63,3.5,4,Games,43,5,1,1,3.5
18010112,2.99,1225,63,4,4,Navigation,37,4,1,1,4
56923703,1.99,150,120,4,4,Games,43,5,1,1,4
21285888,0.99,181,14,4,4,Entertainment,24,5,1,1,4
48359424,7.99,159,1,2,12,Medical,38,5,2,1,3.5
22281216,0.99,76,4,5,4,Travel,38,4,2,1,5
49776640,0,134,11,3.5,4,Entertainment,37,5,6,1,3.5
343504896,1.99,15430,63,4.5,12,Games,37,5,1,1,4.5
266735616,0,18749,119,4.5,4,Education,38,4,1,1,4.5
11104256,0,840,0,0,4,Sports,37,1,1,1,3
334425088,0,47999,691,4.5,4,Productivity,37,5,33,1,4.5
336831488,0,10939,92,4.5,4,Productivity,37,5,33,1,4
221737984,0,2057,109,4.5,12,Games,40,5,1,1,4.5
323411968,0,24430,357,4.5,4,Productivity,37,5,33,1,4.5
265569280,23.99,5,0,0,4,Reference,37,5,2,1,5
373793792,0,3936,3,3.5,4,Games,38,5,1,1,4
49837056,0,3779,14,4.5,4,Health & Fitness,37,0,9,1,4
15577088,0,0,0,0,4,Food & Drink,38,0,2,1,0
124726272,0,29078,6,4,12,Photo & Video,37,5,21,1,4.5
114876416,4.99,2433,10,4.5,4,Photo & Video,37,0,1,1,3.5
109892608,0,2369,11,5,17,Entertainment,37,4,8,1,4.5
3923968,0.99,206,15,4.5,4,Photo & Video,37,0,1,1,4
8620032,3.99,105,28,4.5,4,Sports,38,5,1,1,4.5
75834368,2.99,2319,40,4,4,Health & Fitness,37,5,2,1,4.5
98576384,0,11174,0,0,12,Photo & Video,37,5,16,1,3.5
32718397,0.99,13,2,3.5,4,Games,43,5,1,1,3
142116864,0,1,1,5,17,Entertainment,38,0,2,1,5
116443136,0,11040,644,4.5,4,Productivity,37,5,11,1,4
229460992,0,1191,572,4.5,4,Games,40,3,1,1,4.5
53601280,0,2431,14,4.5,12,Sports,37,4,1,1,4.5
6660096,0,1,1,1,4,Food & Drink,37,1,1,1,1
76704768,4.99,50,0,0,4,Health & Fitness,37,5,11,1,4
141524992,1.99,181,3,3.5,4,Games,37,5,5,1,4
27372544,0,687,19,2.5,4,Shopping,37,0,6,1,3
42894336,0,1356,73,2.5,4,Food & Drink,38,0,1,1,2.5
83660800,2.99,421,174,4.5,9,Games,43,5,2,1,4.5
34163712,0,0,0,0,17,Entertainment,40,0,1,1,0
74738688,0,27421,2544,4.5,4,Health & Fitness,38,0,12,1,4.5
121733120,4.99,2145,189,4.5,12,Games,39,5,7,1,4.5
22910976,3.99,7,0,0,4,Education,37,5,1,1,3.5
47202304,1.99,26,3,1,9,Games,40,5,1,1,3
65385472,0,754,21,4,12,Games,40,5,3,1,4
28262400,0.99,56,17,4,4,Games,43,4,16,1,4
16686080,0,25193,245,5,17,Music,37,5,2,1,4.5
72076288,0,97,0,0,17,Shopping,38,0,2,1,4
47350282,0.99,3,3,3.5,4,Games,43,5,12,1,3.5
76482560,8.99,10534,20,5,4,Education,37,4,1,1,5
7669760,2.99,11322,10,4.5,9,Productivity,37,0,1,1,5
9756672,2.99,307,152,4.5,4,Productivity,40,5,6,1,4.5
161335296,0,2082,12,5,4,Photo & Video,37,0,6,1,5
33414144,0,0,0,0,4,Entertainment,37,0,1,1,0
51642368,0,90355,150,1.5,4,Photo & Video,37,0,25,1,3.5
92662784,0.99,2505,0,0,4,Games,37,5,1,1,4.5
15023104,1.99,130,10,1.5,4,Productivity,37,0,1,1,2
131316736,24.99,1,1,1,12,Medical,38,5,2,1,1
6323200,3.99,525,140,4.5,4,Utilities,38,5,1,1,4.5
68932608,1.99,1941,154,4.5,4,Games,43,1,1,1,4.5
256817152,0.99,2232,70,3.5,12,Games,40,5,5,1,4.5
24890368,0,66002,3238,4.5,4,Games,37,4,18,1,4.5
213117952,0,198,2,1,17,Shopping,24,5,2,1,4.5
308125696,1.99,104,54,4,4,Games,43,5,3,1,4
186056704,0,14,0,0,17,Finance,37,5,2,1,5
278532096,0,41428,20,4.5,9,Games,24,5,14,1,4.5
89981952,1.99,3025,275,4.5,9,Games,40,2,1,1,4.5
240980992,4.99,96,0,0,12,Games,37,5,1,1,3
118532096,0,2,2,2.5,12,Games,37,5,1,1,2.5
135656448,0.99,0,0,0,4,Navigation,37,0,1,1,0
123812864,0,5230,73,4.5,4,Games,38,5,11,1,4
131642368,0,80308,489,4.5,12,Games,37,5,1,1,4.5
87406592,0.99,2298,63,4.5,9,Games,40,2,1,1,4
218399744,1.99,14912,151,4,9,Games,40,5,10,1,4
130438144,0,78,6,4,4,Games,37,5,1,1,4
39256064,9.99,166,16,5,4,Photo & Video,37,5,6,1,4.5
552239104,3.99,0,0,0,4,Education,37,5,1,1,0
38045696,0,13237,102,3.5,4,Entertainment,37,4,13,1,3.5
147123200,0,464312,444,4.5,9,Games,38,5,16,1,4.5
361828352,4.99,4422,2200,4,9,Games,43,5,8,1,4
843794432,19.99,2747,183,5,12,Medical,37,5,1,1,4.5
15147008,0.99,53,42,4.5,4,Health & Fitness,40,0,25,1,4.5
35823616,0,1205,2,5,4,Entertainment,37,2,2,1,3
70336512,0,198050,94315,4.5,4,Games,43,5,1,1,4.5
98507776,0,267394,1763,4.5,9,Games,37,5,6,1,4.5
71242752,0,0,0,0,4,Shopping,38,0,2,1,0
34690172,0.99,10477,10477,4.5,17,Games,43,0,1,1,4.5
20610048,3.99,594,68,5,4,Photo & Video,37,5,19,1,4.5
292712448,1.99,6419,531,5,9,Games,40,0,1,1,4.5
438824960,2.99,11447,726,5,9,Games,24,5,1,1,5
1080938496,0,43770,722,4.5,4,Games,38,5,5,1,4.5
394020864,0,6009,16,4,4,Entertainment,37,5,2,1,3.5
16607232,0.99,34,2,5,4,Health & Fitness,37,0,2,1,4
23047168,0,445,12,5,4,Health & Fitness,37,0,2,1,4.5
133768192,0,9875,33,4,4,Games,37,5,9,1,4.5
88886272,0,4818,53,4.5,4,Photo & Video,25,5,3,1,4.5
67586048,0,53,1,5,4,Shopping,37,4,15,1,2.5
89138176,0,8014,59,5,17,Sports,37,5,1,1,4.5
20853760,2.99,322,13,5,4,Education,37,5,1,1,4.5
209825792,0,5237,129,4.5,12,Games,38,5,1,1,4.5
82397184,2.99,1044,1,5,4,Games,37,4,1,1,4.5
543456256,9.99,0,0,0,4,Education,37,5,1,1,0
76558336,0,440,23,4,4,Education,38,5,1,1,4
91323392,0,9,1,3,17,Finance,37,0,1,1,3.5
43646976,0.99,570,5,4,4,Games,37,0,16,1,4.5
126216192,0,186089,1010,4.5,4,Games,37,5,1,1,5
8078336,2.99,411,11,4.5,4,Entertainment,40,2,15,1,3
161118208,4.99,6891,34,4,4,Games,37,5,1,1,4.5
49524736,2.99,9095,3789,4.5,12,Games,43,5,1,1,4.5
84934656,0.99,10604,3488,4.5,4,Games,43,5,11,1,4.5
78570496,0,12402,338,4,17,Shopping,24,5,2,1,4.5
63549440,0.99,4251,786,4.5,4,Photo & Video,38,5,1,1,4
97505280,0,126233,22200,4.5,4,Games,40,5,9,1,4.5
48369664,1.99,2972,1160,4,4,Games,43,5,9,1,4.5
339898368,0,55548,97,3.5,4,Games,38,5,8,1,4
48181248,2.99,418,52,4.5,12,Games,39,0,6,1,4
32999424,0.99,19,5,2,17,Food & Drink,38,3,1,1,2.5
34903040,4.99,53,2,3,4,Education,24,3,10,1,2.5
